"","word","mean","sd","n","mean_M","sd_M","n_M","mean_F","sd_F","n_F"
"2030","nursing",1.84375,0.954087133371222,32,1.75,0.965307299163423,12,1.9,0.967906041546987,20
"2031","outbreak",1.82051282051282,0.884718060109513,39,1.8125,0.981070843517429,16,1.82608695652174,0.834057656228299,23
"2032","snooze",3,1.25753542647403,44,2.5625,1.20933866224478,16,3.25,1.23603308118261,28
"2033","bop",3.57777777777778,1.15775819599951,45,3.75,1.12546286774228,16,3.48275862068966,1.18384029012038,29
"2034","stench",2.34615384615385,1.16420986741421,26,2.23076923076923,0.926808695996298,13,2.46153846153846,1.39136531360295,13
"2035","slice",2.46666666666667,0.899552890217607,30,2.36363636363636,1.02691063610494,11,2.52631578947368,0.84119102419206,19
"2036","vocal",2.34285714285714,1.02735689264926,35,2.66666666666667,0.975900072948533,15,2.1,1.02083557106808,20
"2037","broadsword",2.63414634146341,1.24008260936471,41,2.28571428571429,1.23056316956332,21,3,1.1697953037312,20
"2038","liquor",2.70731707317073,1.20921260411526,41,2.875,1.08781125813871,16,2.6,1.29099444873581,25
"2039","project",2.52631578947368,0.84119102419206,19,2.8,0.447213595499958,5,2.42857142857143,0.937614461876991,14
"2040","bauble",2.79166666666667,1.17876747224514,24,2.6,1.34989711542111,10,2.92857142857143,1.07161170596054,14
"2041","strike",2.07142857142857,1.19741300703127,42,2.10526315789474,1.28645666861885,19,2.04347826086957,1.14726001132997,23
"2042","rim",2.77777777777778,1.18754217199071,27,2.3,1.25166555703457,10,3.05882352941176,1.08803654782905,17
"2043","cello",2.32352941176471,1.34210572304718,34,1.83333333333333,1.33711584684304,12,2.59090909090909,1.29684932888065,22
"2044","scold",1.78125,1.03905586797544,32,1.8,1.03279555898864,10,1.77272727272727,1.06600358177805,22
"2045","chill",2.1875,1.33047408479932,32,2.15384615384615,1.57300952773941,13,2.21052631578947,1.18222705886536,19
"2046","enzyme",2.57894736842105,1.0560400009666,38,2.63636363636364,1.12006493318265,11,2.55555555555556,1.05003052458683,27
"2047","bookcase",2.4390243902439,0.975929825545999,41,2.05555555555556,0.998364675929488,18,2.73913043478261,0.864312196560091,23
"2048","charger",2.3448275862069,1.04457312090926,29,2.45454545454545,1.21355975243384,11,2.27777777777778,0.9582800496696,18
"2049","grouch",2.92307692307692,1.23038455526967,26,2.7,1.33749350984926,10,3.0625,1.18145390656315,16
"2050","forklift",2.29268292682927,1.34617796815697,41,2.38095238095238,1.53219419383414,21,2.2,1.15165784392487,20
"2051","system",2.03703703703704,1.19233066791575,27,2.1,1.19721899973786,10,2,1.22474487139159,17
"2052","restraint",1.88372093023256,1.02838991876996,43,2,1.10554159678513,19,1.79166666666667,0.977092700273386,24
"2053","tout",2.58974358974359,1.33215197327183,39,2.52941176470588,1.2307338795828,17,2.63636363636364,1.43246223403902,22
"2054","treason",1.87096774193548,1.11779352547391,31,1.625,1.20415945787923,16,2.13333333333333,0.990430401872025,15
"2055","turnip",3.05882352941176,1.3470771157559,34,2.7,1.56702123647242,10,3.20833333333333,1.25036226634582,24
"2056","baton",2.57142857142857,1.25988157669742,28,2.25,1.35680105059994,12,2.8125,1.16726175299288,16
"2057","dictate",1.96875,1.0620848334989,32,2.16666666666667,1.26730446462585,12,1.85,0.93330200448673,20
"2058","font",2.22857142857143,1.28534074872624,35,2.41666666666667,1.37895436890245,12,2.1304347826087,1.25424181466106,23
"2059","hymn",2.20833333333333,1.31807391317016,24,2.3,1.70293863659264,10,2.14285714285714,1.02710518202619,14
"2060","ordeal",2.27777777777778,1.18589595089502,36,2.41176470588235,1.32565189291023,17,2.15789473684211,1.06787212586198,19
"2061","navel",2.90625,1.3526407863044,32,2.53333333333333,1.30201309334357,15,3.23529411764706,1.34765591698632,17
"2062","lunchtime",2.13513513513514,1.00449440466785,37,2.11764705882353,0.992619825334483,17,2.21052631578947,1.03166248617468,19
"2063","hotel",2.25,1.19136679436254,32,2,1.30088727117598,14,2.44444444444444,1.09663776110663,18
"2064","mug",2.26666666666667,1.25762044965971,30,2.36363636363636,1.5015143870591,11,2.21052631578947,1.1342617456312,19
"2065","rowdy",3.14705882352941,1.35137086270059,34,3.0625,1.34008706184835,16,3.22222222222222,1.39560467837445,18
"2066","truffle",2.7906976744186,1.3194179729621,43,2.72222222222222,1.31978409800978,18,2.84,1.34412301024373,25
"2067","belch",3.03125,1.46978986867665,32,3.2,1.61245154965971,15,2.88235294117647,1.36392599419729,17
"2068","hunch",2.67647058823529,1.27256810820397,34,2.58823529411765,1.1213175023946,17,2.8125,1.47054411698527,16
"2069","specs",2.44444444444444,1.31070542760329,27,2.63636363636364,1.36181696807811,11,2.3125,1.30224165704117,16
"2070","choke",1.825,1.08338264187587,40,2,1.22474487139159,21,1.66666666666667,0.90748521297303,18
"2071","cobbler",2.95,1.29990137692965,40,3,1.4950900031928,18,2.90909090909091,1.1509454047327,22
"2072","groin",3.65384615384615,1.05611770905738,26,4.1,0.737864787372622,10,3.375,1.1474609652039,16
"2073","throw",2.15,1.21000105954605,40,2.15,1.22581873821025,20,2.15,1.22581873821025,20
"2074","sledge",2.07317073170732,1.12672631775509,41,2.57142857142857,1.34245960914949,14,1.84615384615385,0.924870053242408,26
"2075","map",2.23333333333333,0.935260735665815,30,2.375,0.916125381312904,8,2.18181818181818,0.957992128229099,22
"2076","rug",2.12121212121212,1.16612541557436,33,2.46666666666667,1.18723367940933,15,1.83333333333333,1.09812674721144,18
"2077","knee",2.05714285714286,1.0555973258235,35,1.78571428571429,1.05090228108783,14,2.23809523809524,1.04425867986634,21
"2078","catfish",2.71794871794872,1.25548728113447,39,2.85714285714286,1.2363540870525,21,2.64705882352941,1.27186754767292,17
"2079","goatee",2.89285714285714,1.39680284974588,28,3,1.30930734141595,15,2.76923076923077,1.53589529557661,13
"2080","hanky",3.74358974358974,1.16343295823743,39,3.44444444444444,1.29352333352711,18,4,1,21
"2081","lesion",2,1.10096376512636,34,1.58333333333333,0.996204919895622,12,2.22727272727273,1.10977553207923,22
"2082","state",1.93939393939394,0.933387444318875,33,1.71428571428571,0.913873533463375,14,2.10526315789474,0.936585811581694,19
"2083","needle",2.03225806451613,1.04829610854128,31,1.92307692307692,1.11516355015296,13,2.11111111111111,1.02261998512983,18
"2084","wealth",2.34883720930233,1.15230040995089,43,2.52380952380952,1.36451631060415,21,2.18181818181818,0.906923823984585,22
"2085","gripe",2.27586206896552,1.13063040961789,29,2.07142857142857,0.997248963150875,14,2.46666666666667,1.24594580635795,15
"2086","paint",2.11627906976744,0.956414492869353,43,2.18181818181818,1.00647255948039,22,2.04761904761905,0.920662287496912,21
"2087","bulge",3.03030303030303,1.35749881410741,33,2.6875,1.40089257261219,16,3.35294117647059,1.27186754767292,17
"2088","reggae",2.43243243243243,1.3025731060853,37,2.5,1.62368828177198,12,2.47826086956522,1.16266016364477,23
"2089","event",2.11904761904762,1.15193116648143,42,2.08695652173913,1.23997959947518,23,2.15789473684211,1.06787212586198,19
"2090","screwball",3.5,1.38370305569564,42,3.0952380952381,1.30018313728343,21,3.9047619047619,1.37494588638106,21
"2091","bluff",2.48484848484848,1.1489454980876,33,2.84615384615385,1.06818801763811,13,2.25,1.16415770318919,20
"2092","vodka",2.76666666666667,1.19433528860584,30,2.53333333333333,1.18723367940933,15,3,1.19522860933439,15
"2093","feed",2.48648648648649,1.09599324870238,37,2.23529411764706,1.0914103126635,17,2.7,1.08093526754916,20
"2094","profit",2.375,1.05459920689307,40,2.25,1.06458129484475,16,2.45833333333333,1.06236678619288,24
"2095","surge",2.22857142857143,1.21475522312145,35,2.125,1.25830573921179,16,2.31578947368421,1.20428086327933,19
"2096","flesh",2.3,1.11880478097434,30,2.07692307692308,1.32045058354705,13,2.47058823529412,0.943242218283799,17
"2097","plea",1.94117647058824,0.982920092025989,34,2,1.03279555898864,16,1.88888888888889,0.963381842865745,18
"2098","mackerel",2.76,1.47986485869487,25,2.64285714285714,1.33630620956212,14,2.90909090909091,1.70026735865542,11
"2099","slag",2.92682926829268,1.10431526074847,41,2.66666666666667,1.3451854182691,15,3.07692307692308,0.934797386520819,26
"2100","stature",2.51612903225806,1.15096967066717,31,2.90909090909091,1.44599761096244,11,2.3,0.923380516876639,20
"2101","hoop",2.44827586206897,1.40372481268719,29,2.76923076923077,1.58922654950168,13,2.1875,1.22304265393049,16
"2102","mortal",2.33333333333333,1.03449284124951,39,2.22222222222222,1.06027496741928,18,2.42857142857143,1.02817452659695,21
"2103","buckle",2.5,1.2700012700019,32,2.64705882352941,1.3200935795706,17,2.33333333333333,1.23442679969674,15
"2104","station",2.40909090909091,1.16774841624228,44,2.73684210526316,1.32673807442489,19,2.16,0.986576572463249,25
"2105","dare",2.14814814814815,1.26197963240006,27,2,1.35873244097351,14,2.30769230769231,1.18213192894698,13
"2106","entail",2.225,1.09749131180487,40,2.19047619047619,1.24976188208185,21,2.26315789473684,0.933458638205125,19
"2107","abstract",2.41176470588235,1.28198820631893,34,1.93333333333333,1.03279555898864,15,2.78947368421053,1.35724178507659,19
"2108","bloodshed",1.61904761904762,0.669043382464133,21,1.66666666666667,0.65133894727893,12,1.55555555555556,0.726483157256779,9
"2109","ruby",2.625,1.31369952866434,32,2.2,1.3984117975602,10,2.81818181818182,1.25873570872347,22
"2110","urn",2.30232558139535,1.28238772312638,43,2.7,1.34164078649987,20,2,1.15470053837925,22
"2111","sewage",2.02631578947368,1.3046039495377,38,2.6875,1.44769932421526,16,1.54545454545455,0.962500351380157,22
"2112","bronco",2.41463414634146,1.35969867537072,41,2.10526315789474,1.37010692373119,19,2.68181818181818,1.32328464476931,22
"2113","knob",2.51515151515152,1.39465972824046,33,2.25,1.54478595163331,12,2.75,1.29269200955949,20
"2114","torture",1.26470588235294,0.567227362325206,34,1.27272727272727,0.467099366496914,11,1.27272727272727,0.631085095901019,22
"2115","context",1.88888888888889,1.18990462469604,36,1.625,0.806225774829855,16,2.1,1.41048703794488,20
"2116","limelight",2.40625,1.18755305484198,32,2.58823529411765,1.37198868114007,17,2.2,0.94112394811432,15
"2117","cover",2.28571428571429,1.04906105662592,28,1.90909090909091,1.13618180363404,11,2.52941176470588,0.943242218283799,17
"2118","vengeance",1.71428571428571,1.08379111207058,28,1.4375,0.629152869605896,16,2.08333333333333,1.44337567297406,12
"2119","folk",2.70833333333333,1.30147630777903,24,2.88888888888889,1.45296631451356,9,2.6,1.24211800681624,15
"2120","postman",2.04545454545455,1.18035362171869,44,2.4375,1.41273965518539,16,1.82142857142857,0.983326607456148,28
"2121","pump",2.68421052631579,1.27566120974511,38,2.85714285714286,1.35062053300541,14,2.58333333333333,1.24818709114169,24
"2122","full",2.22222222222222,0.897969490767479,36,2.16666666666667,0.937436866561092,12,2.25,0.896854406292881,24
"2123","foul",2.06896551724138,1.06673850332814,29,2,1.05409255338946,10,2.16666666666667,1.09812674721144,18
"2124","coed",2.94871794871795,1.21284176840826,39,3.14285714285714,1.01418510567422,21,2.72222222222222,1.40610247955351,18
"2125","kink",3.5,1.19625853508287,30,3,1.29099444873581,13,3.88235294117647,0.992619825334483,17
"2126","headstone",2.04166666666667,1.04170289792063,24,2.18181818181818,1.16774841624228,11,1.92307692307692,0.954073587443029,13
"2127","flock",2.48387096774194,1.41116896559638,31,1.77777777777778,1.30170827931778,9,2.77272727272727,1.37777661406645,22
"2128","limp",2.8,1.47156965223509,30,2.63636363636364,1.5015143870591,11,2.89473684210526,1.48678388335006,19
"2129","steal",1.67857142857143,0.862965233777697,28,1.64285714285714,0.841897386141095,14,1.71428571428571,0.913873533463375,14
"2130","greatness",2.1,1.17233057383955,40,2,1.04880884817015,21,2.21052631578947,1.31567250942124,19
"2131","mascot",2.35714285714286,1.2653241861939,42,1.85714285714286,1.16732059119908,14,2.60714285714286,1.25725408358368,28
"2132","spectrum",2.2,1.35400640077266,25,1.77777777777778,0.97182531580755,9,2.4375,1.50416089564913,16
"2133","mat",1.96428571428571,0.999338405484973,28,1.91666666666667,1.08362466945083,12,2,0.966091783079296,16
"2134","chowder",3.03333333333333,1.29942516026374,30,3.5,1.16774841624228,12,2.72222222222222,1.31978409800978,18
"2135","jigsaw",2.91176470588235,1.33411296279755,34,3.06666666666667,1.22279928657082,15,2.78947368421053,1.43677676950183,19
"2136","banker",2.02777777777778,1.18288053040294,36,2.07692307692308,1.25575597825496,13,2,1.19522860933439,22
"2137","job",1.88888888888889,1.06308923903816,36,2,1.15470053837925,16,1.8,1.00524937990007,20
"2138","fat",2.17647058823529,1.31357915485837,34,2.71428571428571,1.48989268733698,14,1.84210526315789,1.06787212586198,19
"2139","coaster",2.51612903225806,1.15096967066717,31,2.42857142857143,1.39858641350614,14,2.58823529411765,0.939336436627724,17
"2140","laundry",2.2,1.2444749691006,40,1.9,1.2096106376586,20,2.5,1.23544153624268,20
"2141","ferry",2.22222222222222,1.15470053837925,27,1.85714285714286,1.16732059119908,14,2.61538461538462,1.04390784542678,13
"2142","hag",2.93939393939394,1.49873684188123,33,2.85714285714286,1.35062053300541,14,3,1.63299316185545,19
"2143","space",1.94594594594595,0.998497369549363,37,2.05555555555556,0.998364675929488,18,1.84210526315789,1.01451454700358,19
"2144","tic",2.48387096774194,1.17957528350774,31,2.54545454545455,1.29333958136573,11,2.45,1.14593101656986,20
"2145","sultan",2.29411764705882,1.05971442021255,34,2.11764705882353,1.0537049480984,17,2.47058823529412,1.06757008311068,17
"2146","toffee",2.56666666666667,1.30472175216584,30,2.11111111111111,1.32349310044598,18,3.25,0.965307299163423,12
"2147","slick",3.16666666666667,1.14721050989912,30,2.55555555555556,1.33333333333333,9,3.42857142857143,0.978336781043653,21
"2148","blight",2.09090909090909,1.18225516396727,33,2.09090909090909,1.300349603341,11,2.09090909090909,1.1509454047327,22
"2149","carbon",2.02631578947368,0.999644317968475,38,2.17647058823529,1.07443555632987,17,1.9047619047619,0.943650459903555,21
"2150","jumper",2.35714285714286,1.25356634105602,28,1.93333333333333,0.79880863671798,15,2.84615384615385,1.5191090506255,13
"2151","transit",2.23076923076923,1.03180200843737,26,2.38461538461538,1.19292787840545,13,2.07692307692308,0.862316498502576,13
"2152","jean",1.875,1.15391582844263,24,2.08333333333333,1.31137217055151,12,1.66666666666667,0.984731927834662,12
"2153","child",2.52941176470588,1.10742108598111,34,2.6875,1.01447851956888,16,2.38888888888889,1.19503329458363,18
"2154","shortcake",2.97058823529412,1.14111306952166,34,2.625,1.20415945787923,16,3.27777777777778,1.01781516613691,18
"2155","galley",2.41666666666667,1.25071408174919,36,2.55555555555556,1.29352333352711,18,2.27777777777778,1.22741026055367,18
"2156","bridge",2.07692307692308,0.98367237230309,39,2,0.953462589245592,12,2.11111111111111,1.01273936708367,27
"2157","schedule",1.52,0.962635271879577,25,1.71428571428571,1.13872880735639,14,1.27272727272727,0.646669790682863,11
"2158","dead",1.51111111111111,0.894991676503252,45,1.4375,0.727438428093173,16,1.55172413793103,0.985110831203116,29
"2159","tattoo",2.44444444444444,1.12089707663561,27,2.58823529411765,1.1213175023946,17,2.2,1.13529242439509,10
"2160","craft",2.28571428571429,1.25021006638246,35,2.5,1.4142135623731,16,2.10526315789474,1.10023920844036,19
"2161","scorer",2.38235294117647,0.985184366143778,34,2.33333333333333,0.887625364598595,12,2.38095238095238,1.07126982951031,21
"2162","pot",2.68571428571429,1.47072268292973,35,2.375,1.45487685618635,16,2.94736842105263,1.47096658359681,19
"2163","plasma",2.39473684210526,1.15171959998272,38,2.35294117647059,1.16946443247477,17,2.42857142857143,1.16496474502144,21
"2164","disco",2.96428571428571,1.26145544561425,28,2.9375,1.12361025271221,16,3,1.47709789175199,12
"2165","vale",2.13953488372093,1.03696891969857,43,2.13333333333333,1.24594580635795,15,2.14285714285714,0.931517508007696,28
"2166","scar",1.74358974358974,0.880130035785643,39,1.57894736842105,0.901590537370498,19,1.9,0.85224162622679,20
"2167","suds",2.71794871794872,1.37551364470682,39,2.61111111111111,1.4608172124207,18,2.80952380952381,1.32736760616822,21
"2168","rift",2.36666666666667,1.15917132509372,30,3,1.15470053837925,10,2.05,1.05006265477226,20
"2169","jest",3.07142857142857,1.51360671609414,28,3.09090909090909,1.51357493732854,11,3.05882352941176,1.56007164239716,17
"2170","fact",1.93333333333333,0.944433175501849,30,1.875,0.885061203156784,16,2,1.03774904332554,14
"2171","marksman",1.94117647058824,0.982920092025989,34,1.83333333333333,0.937436866561092,12,2,1.02353263143832,22
"2172","battle",1.72727272727273,0.801277389263827,33,1.92307692307692,0.954073587443029,13,1.6,0.680557047378721,20
"2173","windmill",2.25,1.1097213530799,28,2.36363636363636,1.2862913567872,11,2.17647058823529,1.01459931239178,17
"2174","nun",2.41935483870968,1.17683738747507,31,2.26666666666667,1.22279928657082,15,2.5625,1.15289490703475,16
"2175","shuttle",2.31578947368421,1.14148464629361,38,2.63636363636364,0.924416277737175,11,2.18518518518519,1.21011878110682,27
"2176","terror",1.44444444444444,0.808683036775382,36,1.5625,0.963932916061417,16,1.35,0.670820393249937,20
"2177","respite",1.96551724137931,0.944259294772123,29,2.11111111111111,1.05409255338946,9,1.94736842105263,0.911267993910214,19
"2178","taffy",3.05263157894737,1.223550580643,19,2.71428571428571,1.11269728052837,7,3.25,1.28805702866407,12
"2179","halt",1.67741935483871,0.83214969703748,31,1.71428571428571,0.913873533463375,14,1.64705882352941,0.785905247993376,17
"2180","flashback",2.475,1.03744014346952,40,2.4375,1.15289490703475,16,2.5,0.978019293843651,24
"2181","sore",1.90909090909091,0.94748470843981,33,2.06666666666667,1.09978352848359,15,1.77777777777778,0.808452083454443,18
"2182","reel",2.51724137931034,1.37894083720525,29,2.42857142857143,1.65084061171111,14,2.6,1.12122382116278,15
"2183","stillness",1.89189189189189,1.07454858180291,37,1.95454545454545,1.17421798606046,22,1.8,0.94112394811432,15
"2184","praise",2.21428571428571,1.20031935355665,42,2.17647058823529,1.38000426256801,17,2.24,1.09087121146357,25
"2185","wave",2.32432432432432,1.22597022924825,37,2.3125,1.40089257261219,16,2.33333333333333,1.11055541659718,21
"2186","dairy",2.39285714285714,1.10014429068075,28,2.1,1.28668393770792,10,2.55555555555556,0.983524408155643,18
"2187","pun",3.21052631578947,1.01762560780827,38,3.1875,0.655108133567785,16,3.33333333333333,1.15470053837925,21
"2188","freckle",2.65714285714286,1.21129141446487,35,3,1.15470053837925,13,2.42857142857143,1.247855302967,21
"2189","leave",1.8695652173913,1.09976641429346,23,1.8,1.31656117720877,10,1.90909090909091,0.943879807448539,11
"2190","keynote",2.38461538461538,1.20256136897617,26,2.42857142857143,1.51185789203691,7,2.36842105263158,1.11607080200484,19
"2191","toad",2.61111111111111,1.43979716384492,36,2.2,1.37321312465119,15,2.9047619047619,1.44584791402007,21
"2192","apache",2.52631578947368,1.26783156237521,38,2.57894736842105,1.1697953037312,19,2.47368421052632,1.38918125577748,19
"2193","learner",2.15384615384615,0.967152839723182,26,1.66666666666667,0.887625364598595,12,2.57142857142857,0.85163062725264,14
"2194","twist",2.32352941176471,1.22401693975439,34,2.14285714285714,0.949262293098647,14,2.45,1.39453821823042,20
"2195","razor",2.20512820512821,1.00471224420588,39,2.05555555555556,0.937595311059234,18,2.33333333333333,1.06458129484475,21
"2196","prowler",2.1875,1.22967344209491,32,1.875,1.02469507659596,16,2.5,1.36626010212795,16
"2197","suite",2.59375,1.18755305484198,32,2.42857142857143,1.34245960914949,14,2.72222222222222,1.07405529245092,18
"2198","metal",1.64285714285714,0.850292017885292,42,1.625,0.806225774829855,16,1.65384615384615,0.891843380524078,26
"2199","niece",2.03125,0.932716289886348,32,2,0.894427190999916,16,2.0625,0.997914491994847,16
"2200","cabin",2.08823529411765,1.05507854249709,34,1.71428571428571,0.825420305855557,14,2.42105263157895,1.12129832851051,19
"2201","pylon",2.51612903225806,1.3873468141729,31,3,1.4142135623731,8,2.34782608695652,1.36876505893497,23
"2202","mew",3.44117647058824,1.2356123857887,34,3.6,1.09544511501033,20,3.21428571428571,1.42389343964797,14
"2203","slingshot",2.73913043478261,1.20064394960363,46,2.5,1.31656117720877,16,2.86666666666667,1.13664155431187,30
"2204","lode",2.52,1.26227308191743,25,2.83333333333333,1.40345893053447,12,2.23076923076923,1.09192842819834,13
"2205","menial",2.53125,1.13547986161316,32,2.47058823529412,1.06757008311068,17,2.6,1.24211800681624,15
"2206","revise",2.06060606060606,1.05887304300946,33,2.2,1.05630936457281,20,1.83333333333333,1.11464085804543,12
"2207","six",1.97058823529412,1.02942449699282,34,1.72222222222222,1.01781516613691,18,2.25,1,16
"2208","bailiff",2.34615384615385,1.29436649191201,26,2.83333333333333,1.26730446462585,12,1.92857142857143,1.20666646429076,14
"2209","stickler",2.36363636363636,1.24544625080184,33,2.125,1.31021626713557,16,2.58823529411765,1.17573506419451,17
"2210","checker",2.22222222222222,1.05003052458683,27,2.30769230769231,1.18213192894698,13,2.14285714285714,0.949262293098647,14
"2211","dupe",3,1.4142135623731,40,3.07692307692308,1.4978617237882,13,2.96296296296296,1.40004069944911,27
"2212","famine",1.45714285714286,0.852085922996072,35,1.46153846153846,0.967417922046845,13,1.45454545454545,0.800432783369497,22
"2213","stunt",2.56,1.19303534454489,25,2.9,1.10050493461461,10,2.33333333333333,1.23442679969674,15
"2214","bladder",2.64516129032258,1.25295349998245,31,2.58333333333333,1.24011240937215,12,2.68421052631579,1.29325736799874,19
"2215","tingle",3.31428571428571,1.20712172424443,35,3.23529411764706,1.30045240996671,17,3.38888888888889,1.14475216371923,18
"2216","count",1.84375,0.954087133371222,32,1.69230769230769,0.751067616198811,13,1.94736842105263,1.0787690624311,19
"2217","cassette",2.225,1.16547558246981,40,2,1.15470053837925,16,2.375,1.17260393995586,24
"2218","crossword",2.3,1.09075367968373,40,2.5,1.10023920844036,20,2.1,1.0711528467276,20
"2219","windshield",2.16216216216216,0.957819094306131,37,2.15384615384615,0.898717034272917,13,2.16666666666667,1.00722031037067,24
"2220","rock",2,0.886405260427918,29,2,0.845154254728517,15,2,0.960768922830523,14
"2221","reverse",2,1,37,2.11111111111111,1.07860961093922,18,1.89473684210526,0.936585811581694,19
"2222","rumpus",3.78048780487805,1.23515576187684,41,3.82352941176471,0.951005659660279,17,3.75,1.42187873267546,24
"2223","poke",3.275,1.26059611458332,40,3.09090909090909,1.30599682450904,22,3.5,1.20049009599756,18
"2224","coo",3.55172413793103,1.21261838587154,29,3.42857142857143,1.01634985756236,14,3.66666666666667,1.39727626201154,15
"2225","silent",1.91176470588235,0.933148695768015,34,1.78571428571429,0.801783725737273,14,2.05263157894737,1.02597835208515,19
"2226","visit",2.22857142857143,1.03143858092399,35,2,1.08465228909328,18,2.47058823529412,0.943242218283799,17
"2227","lady",2.5531914893617,1.23020872457195,47,2.33333333333333,1.27801930084539,21,2.73076923076923,1.18516470780031,26
"2228","primer",2.48148148148148,0.975482932483676,27,2.83333333333333,0.937436866561092,12,2.2,0.94112394811432,15
"2229","morale",2.45714285714286,1.17179744141105,35,2.23809523809524,1.13599128098599,21,2.78571428571429,1.18831305306637,14
"2230","polling",2.29032258064516,1.2700012700019,31,2.66666666666667,1.49602648308619,15,1.86666666666667,0.915475416434127,15
"2231","jawbone",2.54285714285714,1.2912114043627,35,2.92857142857143,1.32805732697661,14,2.28571428571429,1.23056316956332,21
"2232","trip",2.83870967741935,1.39276162577684,31,3.4,0.966091783079296,10,2.57142857142857,1.5023790657297,21
"2233","maze",2.5,1.34715062810913,28,2.18181818181818,1.07871977994119,11,2.70588235294118,1.4901638283404,17
"2234","blemish",2.06896551724138,1.03271606119697,29,2.28571428571429,0.825420305855557,14,1.92857142857143,1.20666646429076,14
"2235","ado",2.73913043478261,1.21421097853514,23,2.83333333333333,1.60208197875972,6,2.70588235294118,1.10480235123488,17
"2236","tag",2.18181818181818,1.01410506896923,33,2.18181818181818,0.981649817214043,11,2.14285714285714,1.06234242529018,21
"2237","affront",1.96666666666667,1.03335187228457,30,2.25,1.05528970602217,12,1.77777777777778,1.0032626514091,18
"2238","steward",2.37931034482759,1.01467071025348,29,2.3,1.33749350984926,10,2.42105263157895,0.837707816583391,19
"2239","camel",3,1.01835015443463,28,3.38461538461538,0.767947647788304,13,2.66666666666667,1.11269728052837,15
"2240","speech",1.94117647058824,0.951591218277217,34,1.8125,0.981070843517429,16,2.05555555555556,0.937595311059234,18
"2241","pony",2.60869565217391,1.26990087067608,23,2.6,1.2983506020002,15,2.625,1.30247018062932,8
"2242","brag",1.88235294117647,1.03761690490986,34,1.75,1.13818036595899,12,1.95454545454545,0.998917162649385,22
"2243","tub",2.71428571428571,1.17752053988401,35,2.82352941176471,1.23669388480168,17,2.61111111111111,1.14475216371923,18
"2244","crutch",2.02702702702703,1.21304223812342,37,1.93333333333333,1.16291915126588,15,2.09090909090909,1.26901127275908,22
"2245","sup",3.03448275862069,1.47558120802545,29,3.18181818181818,1.60113596038449,11,2.94444444444444,1.43372087784044,18
"2246","extra",2.19047619047619,1.01784313416201,42,2.5,1.15470053837925,16,2,0.894427190999916,26
"2247","root",2.2258064516129,1.02338254233546,31,2.26666666666667,1.09978352848359,15,2.26666666666667,0.961150104723255,15
"2248","hem",2.42307692307692,1.20575542870275,26,2.58333333333333,1.37895436890245,12,2.28571428571429,1.0690449676497,14
"2249","song",2,1.16496474502144,29,1.70588235294118,1.04670350878084,17,2.41666666666667,1.24011240937215,12
"2250","clang",3.2,1.22474487139159,25,3.36363636363636,1.43336856898198,11,3.07142857142857,1.07161170596054,14
"2251","mob",2.21428571428571,1.19743995000269,28,2.66666666666667,1.17513930278601,15,1.69230769230769,1.03155347127648,13
"2252","drip",2.92857142857143,1.01574900036674,28,2.9,1.10050493461461,10,3.05882352941176,0.899346167730627,17
"2253","dragon",2.81481481481481,1.17790678216249,27,2.92307692307692,1.25575597825496,13,2.71428571428571,1.13872880735639,14
"2254","readout",2,0.937042571331636,42,2,0.973328526784575,20,2,0.925820099772551,22
"2255","barley",1.97058823529412,1.08670461314059,34,2,1.15470053837925,19,1.93333333333333,1.03279555898864,15
"2256","swerve",2.57692307692308,1.17211183504227,26,2.9,1.52388392675499,10,2.375,0.885061203156784,16
"2257","forces",1.95652173913043,1.07406852128055,46,1.8,0.951453182187509,20,2.07692307692308,1.16354894776548,26
"2258","wrecker",2.67741935483871,1.13686987746161,31,2.91666666666667,1.08362466945083,12,2.52631578947368,1.17229220156408,19
"2259","fatty",3.43333333333333,1.10432795395438,30,4,0.894427190999916,11,3.10526315789474,1.10023920844036,19
"2260","spanking",3,1.38777733297742,28,3.30769230769231,1.31558702896054,13,2.73333333333333,1.43759057685652,15
"2261","card",2.11764705882353,0.913358964991575,34,2,0.935414346693485,17,2.23529411764706,0.903424856082804,17
"2262","redhead",2.90243902439024,1.01992347871741,41,2.46666666666667,1.18723367940933,15,3.15384615384615,0.833897245099548,26
"2263","cupboard",2.26315789473684,1.28786877219515,38,2.40909090909091,1.43623485641122,22,2.0625,1.06262254195301,16
"2264","garden",2.14285714285714,1.07889812495025,28,2.28571428571429,1.20438758319299,14,2,0.960768922830523,14
"2265","mantel",2.11111111111111,0.979147669521895,36,1.85714285714286,0.949262293098647,14,2.27272727272727,0.984731927834662,22
"2266","cheese",2.81818181818182,1.08419356533028,44,2.47058823529412,1.17885787199006,17,3.03703703703704,0.979854050414632,27
"2267","caddie",2.42307692307692,1.30147844924384,26,2.16666666666667,1.19341628287971,12,2.64285714285714,1.39268102577742,14
"2268","mainstream",2.18181818181818,1.10268267915529,33,2.15384615384615,1.34450448407296,13,2.2,0.951453182187509,20
"2269","gauze",1.85294117647059,0.957659803617778,34,1.76470588235294,0.752446988556825,17,1.94117647058824,1.14403825522216,17
"2270","bathing",2.61290322580645,1.17409310689396,31,2.82352941176471,1.18507880105328,17,2.35714285714286,1.15072838853303,14
